# Summary of K2 Program GO14058

Title: The K2 RR Lyrae and Cepheid survey

PI: Szabo, Robert (Konkoly Observatory of the Hungarian Academy of Sciences)
CoIs: Smolec, Radoslaw; Kolenberg, Katrien; Molnar, Laszlo; Plachy, Emese
248672261, 156.144554, 7.673205, 17.259, GO14058_LC
248676612, 155.359074, 7.781833, 17.344, GO14058_LC
248687304, 154.840202, 8.039502, 19.196, GO14058_LC
248688419, 156.153987, 8.066115, 17.907, GO14058_LC
248689258, 158.66664, 8.085524, 17.179, GO14058_LC
248700296, 157.591086, 8.341494, 15.762, GO14058_LC
248711548, 154.155539, 8.601391, 17.785, GO14058_LC
248716706, 164.827916, 8.716829, 19.746, GO14058_LC
248728036, 164.688207, 8.976664, 16.24, GO14058_LC|GO14065_LC
248730795, 160.169851, 9.03585, 16.101, GO14058_LC|GO14065_LC
248731720, 161.688549, 9.055437, 17.943, GO14058_LC
248731808, 160.812831, 9.057572, 16.212, GO14058_LC|GO14065_LC
248731983, 160.775649, 9.061214, 13.805, GO14058_LC|GO14065_LC|GO14058_SC
248732971, 157.722727, 9.082161, 18.822, GO14058_LC
248737677, 162.136253, 9.187705, 16.208, GO14058_LC
248739751, 158.493737, 9.23572, 17.716, GO14058_LC
248759546, 161.963149, 9.702977, 17.339, GO14058_LC
248761907, 155.967517, 9.757075, 13.887, GO14058_LC|GO14058_SC
248762373, 158.30675, 9.768976, 17.065, GO14058_LC
248765005, 161.536171, 9.833682, 19.073, GO14058_LC
248765265, 161.812319, 9.839868, 19.107, GO14058_LC
248769667, 164.612621, 9.94484, 16.985, GO14058_LC|GO14065_LC
248783511, 164.918389, 10.284753, 19.022, GO14058_LC
248793251, 160.039903, 10.521841, 17.371, GO14058_LC
248803544, 158.524584, 10.762629, 15.587, GO14058_LC|GO14065_LC
248805133, 160.143068, 10.799799, 16.769, GO14058_LC
248808537, 154.317397, 10.880413, 17.693, GO14058_LC
248815657, 164.65675, 11.053931, 16.99, GO14058_LC
248826125, 164.4573, 11.310656, 16.696, GO14058_LC|GO14065_LC
248826678, 155.937512, 11.323421, 15.635, GO14058_LC
248827979, 155.557981, 11.355388, 17.685, GO14058_LC
248828350, 157.475762, 11.363912, 14.476, GO14058_LC
248833762, 165.043795, 11.497999, 13.388, GO14058_LC|GO14021_LC|GO14065_LC
248834339, 161.122986, 11.511698, 16.419, GO14058_LC
248837913, 163.998719, 11.598113, 16.423, GO14058_LC
248841198, 161.679369, 11.678838, 17.837, GO14058_LC
248845745, 160.437358, 11.796585, 17.936, GO14058_LC
248846335, 162.048543, 11.812244, 14.713, GO14058_LC
248848656, 161.319993, 11.871099, 18.135, GO14058_LC
248854001, 158.010744, 12.010261, 19.416, GO14058_LC
248858281, 163.717465, 12.116608, 18.057, GO14058_LC
248860958, 161.72915, 12.183492, 17.019, GO14058_LC
248870382, 162.63956, 12.422211, 16.105, GO14058_LC
248871792, 162.661405, 12.457684, 14.951, GO14058_LC|GO14065_LC|GO14058_SC
248875103, 162.00687, 12.53996, 17.374, GO14058_LC
248911220, 161.694443, 13.596318, 17.28, GO14058_LC
248914736, 158.343871, 13.711794, 18.741, GO14058_LC
251457119, 158.887743, 1.269618, 17.18, GO14058_LC
251457120, 164.475733, 11.293666, 17.29, GO14058_LC
251457121, 162.26096, 1.08339, 17.36, GO14058_LC
251457122, 156.154938, 11.31596, 18.45, GO14058_LC
251457123, 161.946646, 12.395362, 18.47, GO14058_LC
251457124, 161.69442, 6.87068, 18.84, GO14058_LC
251457125, 156.6703, 5.5758, 19.44, GO14066_LC|GO14058_LC
