# Summary of K2 Program GO16058

Title: The K2 RR Lyrae and Cepheid survey

PI: Szabo, Robert (Konkoly Observatory of the Hungarian Academy of Sciences)
CoIs: Smolec, Radoslaw; Kolenberg, Katrien; Molnar, Laszlo; Plachy, Emese
251379974, 136.599422, 23.450011, 15.549, GO16058_LC
251384222, 137.361904, 23.755982, 18.127, GO16058_LC
251388278, 136.539413, 24.024679, 15.781, GO16058_LC
251398877, 136.921618, 24.718886, 19.136, GO16058_LC
251809258, , , , GO16058_LC
251809260, , , , GO16058_LC
251809261, , , , GO16058_LC
251809262, , , , GO16058_LC
251809263, , , , GO16058_LC
251809264, , , , GO16058_LC
251809265, , , , GO16058_LC
251809266, , , , GO16058_LC
251809267, , , , GO16058_LC
251809268, , , , GO16058_LC
251809269, , , , GO16058_LC
251809270, , , , GO16058_LC
251809271, , , , GO16058_LC
251809272, , , , GO16058_LC
